Time,Conc(mg/m3),Qtot(m3),no(V),WS(MPS),no(V),RH(%),no(V),AT(C),E,U,M,I,L,R,N,F,P,D,C,T,
01/01/17 01:00,  0.022, 0.700, 2.342, 111.8, 2.500,    19, 2.500,   1.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 02:00,  0.022, 0.701, 2.339, 111.8, 2.500,    19, 2.500,   0.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 03:00,  0.017, 0.700, 2.349, 111.8, 2.500,    19, 2.500,  -0.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 04:00,  0.013, 0.700, 2.355, 111.8, 2.500,    19, 2.500,  -0.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 05:00,  0.014, 0.701, 2.353, 111.8, 2.500,    19, 2.500,  -1.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 06:00,  0.003, 0.700, 2.350, 111.8, 2.500,    19, 2.500,  -1.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 07:00, -0.005, 0.701, 2.357, 111.8, 2.500,    20, 2.500,  -1.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 08:00, -0.001, 0.701, 2.352, 111.8, 2.500,    19, 2.500,  -1.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 09:00,  0.004, 0.701, 2.359, 111.8, 2.500,    21, 2.500,  -0.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 10:00,  0.009, 0.700, 2.354, 111.8, 2.500,    22, 2.500,   2.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 11:00,  0.017, 0.700, 2.349, 111.8, 2.500,    20, 2.500,   6.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 12:00,  0.012, 0.700, 2.358, 111.8, 2.500,    20, 2.500,   8.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 13:00,  0.008, 0.700, 2.353, 111.8, 2.500,    20, 2.500,   8.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 14:00,  0.005, 0.700, 2.343, 111.8, 2.500,    20, 2.500,   9.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 15:00,  0.005, 0.700, 2.342, 111.8, 2.500,    20, 2.500,   9.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 16:00,  0.003, 0.700, 2.346, 111.8, 2.500,    20, 2.500,   9.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 17:00,  0.005, 0.700, 2.339, 111.8, 2.500,    21, 2.500,   8.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 18:00,  0.003, 0.700, 2.346, 111.8, 2.500,    21, 2.500,   7.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 19:00,  0.003, 0.701, 2.350, 111.8, 2.500,    22, 2.500,   6.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 20:00,  0.023, 0.700, 2.349,111.760, 2.500,    22, 2.500,   6.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 21:00,  0.007, 0.700, 2.337, 2.500, 2.500,    20, 2.500,   6.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 22:00,  0.004, 0.700, 2.345, 2.500, 2.500,    19, 2.500,   4.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/01/17 23:00,  0.004, 0.700, 2.357, 2.500, 2.500,    20, 2.500,   4.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 00:00,  0.008, 0.700, 2.360, 2.500, 2.500,    20, 2.500,   4.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 01:00,  0.015, 0.700, 2.351, 2.500, 2.500,    20, 2.500,   4.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 02:00,  0.008, 0.700, 2.358, 2.500, 2.500,    20, 2.500,   4.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 03:00,  0.008, 0.700, 2.352, 2.500, 2.500,    20, 2.500,   4.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 04:00,  0.008, 0.700, 2.353, 2.500, 2.500,    20, 2.500,   3.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 05:00,  0.006, 0.700, 2.350, 2.500, 2.500,    20, 2.500,   3.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 06:00,  0.006, 0.700, 2.352, 2.500, 2.500,    20, 2.500,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 07:00,  0.007, 0.700, 2.360, 2.500, 2.500,    20, 2.500,   3.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 08:00,  0.004, 0.700, 2.352, 2.500, 2.500,    20, 2.500,   3.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 09:00,  0.002, 0.700, 2.347, 2.500, 2.500,    20, 2.500,   3.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 10:00,  0.005, 0.700, 2.356, 2.500, 2.500,    19, 2.500,   6.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 11:00,  0.006, 0.700, 2.350, 2.500, 2.500,    19, 2.500,   8.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 12:00,  0.006, 0.700, 2.354, 2.500, 2.500,    18, 2.500,   9.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 13:00,  0.008, 0.700, 2.356, 2.500, 2.500,    18, 2.500,   9.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 14:00,  0.008, 0.700, 2.358, 2.500, 2.500,    18, 2.500,  10.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 15:00,  0.009, 0.700, 2.355, 2.500, 2.500,    19, 2.500,  10.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 16:00,  0.008, 0.700, 2.365, 2.500, 2.500,    19, 2.500,   9.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 17:00,  0.008, 0.700, 2.355, 2.500, 2.500,    20, 2.500,   8.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 18:00,  0.017, 0.700, 2.365, 2.500, 2.500,    21, 2.500,   8.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 19:00,  0.012, 0.700, 2.368, 2.500, 2.500,    21, 2.500,   7.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 20:00,  0.012, 0.700, 2.351, 2.500, 2.500,    21, 2.500,   7.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 21:00,  0.019, 0.700, 2.358, 2.500, 2.500,    21, 2.500,   5.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 22:00,  0.025, 0.700, 2.361, 2.500, 2.500,    22, 2.500,   4.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/02/17 23:00,  0.015, 0.700, 2.373, 2.500, 2.500,    21, 2.500,   4.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 00:00,  0.021, 0.700, 2.357, 2.500, 2.500,    21, 2.500,   4.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 01:00,  0.015, 0.700, 2.360, 2.500, 2.500,    21, 2.500,   4.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 02:00,  0.015, 0.700, 2.358, 2.500, 2.500,    21, 2.500,   3.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 03:00,  0.009, 0.700, 2.365, 2.500, 2.500,    21, 2.500,   3.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 04:00,  0.008, 0.700, 2.366, 2.500, 2.500,    21, 2.500,   2.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 05:00,  0.008, 0.700, 2.369, 2.500, 2.500,    21, 2.500,   3.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 06:00,  0.008, 0.700, 2.367, 2.500, 2.500,    21, 2.500,   3.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 07:00,  0.011, 0.700, 2.363, 2.500, 2.500,    21, 2.500,   3.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 08:00,  0.011, 0.700, 2.358, 2.500, 2.500,    21, 2.500,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 09:00,  0.010, 0.700, 2.358, 2.500, 2.500,    21, 2.500,   4.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 10:00,  0.011, 0.700, 2.352, 2.500, 2.500,    21, 2.500,   7.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 11:00,  0.009, 0.700, 2.350, 2.500, 2.500,    21, 2.500,   9.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 12:00,  0.007, 0.700, 2.367, 2.500, 2.500,    21, 2.500,  12.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 13:00,  0.002, 0.700, 2.343, 2.500, 2.500,    21, 2.500,  12.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 14:00,  0.002, 0.700, 2.357, 2.500, 2.500,    22, 2.500,  12.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 15:00,  0.005, 0.700, 2.353, 2.500, 2.500,    23, 2.500,  12.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 16:00,  0.005, 0.700, 2.360, 2.500, 2.500,    24, 2.500,  11.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 17:00,  0.005, 0.701, 2.358, 2.500, 2.500,    25, 2.500,  11.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 18:00,  0.003, 0.700, 105.2, 2.500, 2.500,    26, 111.8,  10.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 19:00,  0.003, 0.700, 105.6, 2.500, 2.500,    26, 111.8,  10.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 20:00,  0.003, 0.700, 105.9, 2.500, 2.500,    26, 111.8,  10.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 21:00,  0.001, 0.700, 105.7, 2.500, 2.500,    27, 111.8,  10.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 22:00,  0.004, 0.700, 105.6, 2.500, 2.500,    28, 111.8,   9.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/03/17 23:00,  0.003, 0.700, 105.6, 2.500, 2.500,    28, 111.8,   9.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 00:00,  0.001, 0.700, 105.9, 2.500, 2.500,    29, 111.8,   9.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 01:00, -0.002, 0.700, 105.4, 2.500, 2.500,    28, 111.8,   9.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 02:00, -0.005, 0.700, 105.8, 2.500, 2.500,    29, 111.8,   9.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 03:00, -0.001, 0.700, 105.3, 2.500, 2.500,    29, 111.8,   9.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 04:00,  0.000, 0.700, 105.7, 2.500, 2.500,    29, 111.8,   9.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 05:00, -0.000, 0.701, 106.2, 2.500, 2.500,    30, 111.8,  10.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 06:00, -0.001, 0.701, 106.1, 2.500, 2.500,    31, 111.8,  10.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 07:00, -0.003, 0.701, 105.6, 2.500, 2.500,    31, 111.8,  10.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 08:00, -0.001, 0.700, 105.6, 2.500, 2.500,    31, 111.8,  10.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 09:00, -0.002, 0.701, 105.8, 2.500, 2.500,    31, 111.8,  10.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 10:00, -0.002, 0.701, 106.0, 2.500, 2.500,    31, 111.8,  11.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 11:00, -0.000, 0.701, 105.8, 2.500, 2.500,    32, 111.8,  11.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 12:00,  0.002, 0.700, 105.1, 2.500, 2.500,    32, 111.8,  11.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 13:00,  0.000, 0.700, 104.9, 2.500, 2.500,    32, 111.8,  12.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 14:00, -0.002, 0.701, 105.6, 2.500, 2.500,    33, 111.8,  12.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 15:00, -0.002, 0.700, 105.6, 2.500, 2.500,    33, 111.8,  12.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 16:00, -0.002, 0.700, 105.4, 2.500, 2.500,    33, 111.8,  12.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 17:00, -0.003, 0.700, 105.2, 2.500, 2.500,    33, 111.8,  12.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 18:00, -0.004, 0.700, 105.5, 2.500, 2.500,    33, 111.8,  11.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 19:00, -0.002, 0.701, 105.4, 2.500, 2.500,    33, 111.8,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 20:00, -0.001, 0.700, 105.6, 2.500, 2.500,    33, 111.8,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 21:00, -0.001, 0.700, 105.3, 2.500, 2.500,    33, 111.8,  11.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 22:00,  0.000, 0.700, 105.8, 2.500, 2.500,    33, 111.8,  11.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/04/17 23:00, -0.002, 0.700, 105.9, 2.500, 2.500,    33, 111.8,  12.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 00:00, -0.002, 0.700, 106.0, 2.500, 2.500,    33, 111.8,  11.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 01:00, -0.002, 0.700, 105.1, 2.500, 2.500,    33, 111.8,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 02:00, -0.004, 0.700, 105.3, 2.500, 2.500,    33, 111.8,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 03:00, -0.004, 0.700, 105.6, 2.500, 2.500,    34, 111.8,  12.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 04:00, -0.003, 0.700, 105.1, 2.500, 2.500,    33, 111.8,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 05:00, -0.001, 0.700, 105.0, 2.500, 2.500,    33, 111.8,  11.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 06:00,  0.000, 0.700, 105.5, 2.500, 2.500,    33, 111.8,  11.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 07:00, -0.003, 0.700, 105.6, 2.500, 2.500,    33, 111.8,  11.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 08:00, -0.001, 0.700, 105.5, 2.500, 2.500,    32, 111.8,  11.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 09:00,  0.003, 0.700, 105.6, 2.500, 2.500,    32, 111.8,  10.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 10:00,  0.002, 0.700, 104.8, 2.500, 2.500,    30, 111.8,  11.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 11:00, -0.001, 0.700, 105.2, 2.500, 2.500,    28, 111.8,  13.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 12:00, -0.004, 0.700, 105.0, 2.500, 2.500,    26, 111.8,  13.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 13:00, -0.003, 0.700, 104.8, 2.500, 2.500,    25,111.760,  13.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 14:00,  0.001, 0.700, 2.350, 2.500, 2.500,    24, 2.500,  13.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 15:00,  0.004, 0.700, 2.350, 2.500, 2.500,    23, 2.500,  13.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 16:00,  0.004, 0.700, 2.353, 2.500, 2.500,    22, 2.500,  12.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 17:00,  0.001, 0.700, 2.351, 2.500, 2.500,    22, 2.500,   9.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 18:00,  0.001, 0.700, 2.353, 2.500, 2.500,    23, 2.500,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 19:00,  0.004, 0.700, 2.358, 2.500, 2.500,    24, 2.500,   6.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 20:00,  0.008, 0.700, 2.360, 2.500, 2.500,    23, 2.500,   4.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 21:00,  0.010, 0.700, 2.358, 2.500, 2.500,    22, 2.500,   3.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 22:00,  0.008, 0.700, 2.352, 2.500, 2.500,    22, 2.500,   4.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/05/17 23:00,  0.006, 0.700, 2.360, 2.500, 2.500,    21, 2.500,   5.3,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 00:00,  0.004, 0.700, 2.350, 2.500, 2.500,    20, 2.500,   4.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 01:00,  0.004, 0.700, 2.349, 2.500, 2.500,    20, 2.500,   3.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 02:00,  0.003, 0.700, 2.355, 2.500, 2.500,    20, 2.500,   1.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 03:00,  0.004, 0.700, 2.363, 2.500, 2.500,    20, 2.500,   0.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 04:00,  0.001, 0.700, 2.358, 2.500, 2.500,    19, 2.500,   0.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 05:00, -0.003, 0.701, 2.357, 2.500, 2.500,    20, 2.500,  -0.5,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 06:00, -0.006, 0.701, 2.356, 2.500, 2.500,    19, 2.500,  -0.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 07:00, -0.005, 0.700, 2.366, 2.500, 2.500,    20, 2.500,  -1.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 08:00,  0.002, 0.700, 2.367, 2.500, 2.500,    20, 2.500,  -1.4,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 09:00,  0.006, 0.701, 2.371, 2.500, 2.500,    21, 2.500,   0.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 10:00,  0.008, 0.700, 2.367, 2.500, 2.500,    21, 2.500,   4.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 11:00,  0.021, 0.700, 2.371, 2.500, 2.500,    17, 2.500,   7.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 12:00, -0.001, 0.700, 2.346, 2.500, 2.500,    17, 2.500,   9.0,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 13:00, -0.002, 0.701, 2.342, 2.500, 2.500,    17, 2.500,  10.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 14:00, -0.004, 0.700, 2.344, 2.500, 2.500,    18, 2.500,  12.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 15:00,  0.000, 0.700, 2.353, 2.500, 2.500,    19, 2.500,  13.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 16:00,  0.002, 0.700, 2.360, 2.500, 2.500,    19, 2.500,  13.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 17:00, -0.000, 0.700, 2.353, 2.500, 2.500,    20, 2.500,  11.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 18:00,  0.002, 0.700, 2.361, 2.500, 2.500,    22, 2.500,   9.1,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 19:00,  0.016, 0.700, 2.360, 2.500, 2.500,    23, 2.500,   6.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 20:00,  0.017, 0.700, 2.361, 2.500, 2.500,    23, 2.500,   6.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 21:00,  0.035, 0.701, 2.363, 2.500, 2.500,    23, 2.500,   6.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 22:00,  0.011, 0.700, 2.361, 2.500, 2.500,    23, 2.500,   6.8,0,0,0,0,0,0,0,0,0,0,0,0,
01/06/17 23:00,  0.020, 0.700, 2.363, 2.500, 2.500,    24, 2.500,   6.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/07/17 00:00,  0.017, 0.700, 2.358, 2.500, 2.500,    24, 2.500,   6.6,0,0,0,0,0,0,0,0,0,0,0,0,
01/07/17 01:00,  0.007, 0.700, 2.363, 2.500, 2.500,    25, 2.500,   7.2,0,0,0,0,0,0,0,0,0,0,0,0,
01/07/17 02:00,  0.004, 0.701, 2.362, 2.500, 2.500,    24, 2.500,   7.7,0,0,0,0,0,0,0,0,0,0,0,0,
01/07/17 03:00,  0.000, 0.700, 2.351, 2.500, 2.500,    24, 2.500,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
01/07/17 04:00,  0.002, 0.700, 2.357, 2.500, 2.500,    26, 2.500,   7.3,0,0,0,0,0,0,0,0,0,0,0,0,
